Administracja;"Uniwersytet Marii Curie-Skłodowskiej w Lublinie; Wydział Prawa i Administracji"
Administracja;"Uniwersytet Łódzki; Wydział Prawa i Administracji"
Administracja;"Uniwersytet Łódzki; Filia Uniwersytetu Łódzkiego w Tomaszowie Mazowieckim; Instytut Turystyki i Rozwoju Gospodarczego Filii Uniwersytetu Łódzkiego w Tomaszowie Mazowieckim"
Administracja;"Uniwersytet Gdański; Wydział Prawa i Administracji"
Administracja;"Uniwersytet Wrocławski; Wydział Prawa, Administracji i Ekonomii"
Administracja;"Wyższa Szkoła Informatyki, Zarządzania i Administracji w Warszawie; Wydział Nauk Społecznych i Administracji"
Administracja;"Uniwersytet Ekonomiczny w Krakowie; Wydział Ekonomii i Stosunków Międzynarodowych"
Administracja;"Uniwersytet Jagielloński w Krakowie; Wydział Prawa i Administracji"
Administracja;"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie; Wydział Prawa i Administracji"
Administracja;"Akademia Obrony Narodowej; Wydział Bezpieczeństwa Narodowego"
Administracja;"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Prawa i Administracji"
Administracja;"Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej; Wydział Zamiejscowy we Wrocławiu"
Administracja;"Uczelnia Techniczno-Handlowa im. Heleny Chodkowskiej; Wydział Zamiejscowy w Płońsku"
Administracja;"Politechnika Śląska; Wydział Organizacji i Zarządzania"
Administracja;"Uniwersytet Śląski w Katowicach; Wydział Prawa i Administracji"
Administracja;"Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydział Nauk Ekonomicznych i Prawnych"
Administracja;"Akademia Humanistyczno-Ekonomiczna w Łodzi; Wydział Humanistyczny"
Administracja;"Wyższa Szkoła Handlowa im. Króla Stefana Batorego w Piotrkowie Trybunalskim; Wydział Nauk Społecznych"
Administracja;"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydział Humanistyczny"
Administracja;"Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Prawa i Administracji"
Administracja;"Uczelnia Łazarskiego w Warszawie; Wydział Prawa i Administracji"
Administracja;"Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Prawa i Administracji"
Administracja;"Wyższa Szkoła Administracji Publicznej w Ostrołęce; Wydział Administracji"
Administracja;"Wyższa Szkoła Gospodarki Krajowej w Kutnie; Wydział Administracji i Nauk Społecznych"
Administracja;"Wyższa Szkoła Humanistyczno-Ekonomiczna we Włocławku; Wydział Nauk Społecznych i Technicznych"
Administracja;"Wyższa Szkoła Informatyki i Ekonomii TWP w Olsztynie; Wydział Zamiejscowy w Kętrzynie"
Administracja;"Wyższa Szkoła Ekonomiczno-Humanistyczna im. prof. Szczepana A. Pieniążka w Skierniewicach; Wydział Nauk Społecznych i Przyrodniczych"
Administracja;"Akademia im. Jana Długosza w Częstochowie; Wydział Nauk Społecznych"
Administracja;"Akademia Polonijna w Częstochowie; Wydział Interdyscyplinarny"
Administracja;"Wyższa Szkoła Zarządzania i Nauk Społecznych im. ks. Emila Szramka w Tychach w likwidacji z siedzibą w Tychach; Wydział Nauk Społeczno - Ekonomicznych"
Administracja;"Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie; Wydział Nauk Społecznych"
Administracja;"Wyższa Szkoła Informatyki i Zarządzania ""COPERNICUS"" we Wrocławiu; Wydział Informatyki, Administracji i Fizjoterapii"
Administracja;"Politechnika Warszawska; Wydział Administracji i Nauk Społecznych"
Administracja;Państwowa Wyższa Szkoła Zawodowa im. Angelusa Silesiusa w Wałbrzychu
Administracja;"Uniwersytet Jana Kochanowskiego w Kielcach; Wydział Zarządzania i Administracji"
Administracja;"Wyższa Szkoła COSINUS w Łodzi; Wydział Nauk Społecznych i Humanistycznych"
Administracja;"Gdańska Wyższa Szkoła Humanistyczna; Wydział Administracji Filii w Koszalinie Gdańskiej Wyższej Szkoły Humanistycznej w Gdańsku"
Administracja;"Gdańska Wyższa Szkoła Humanistyczna; Wydział Studiów Europejskich"
Administracja;"Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach; Wydział Zarządzania"
Administracja;"Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach; Wydział Zamiejscowy w Żorach"
Administracja;"Uniwersytet Rzeszowski; Wydział Prawa i Administracji"
Administracja;"Wyższa Szkoła Finansów i Zarządzania w Warszawie; Wydział Prawa i Administracji"
Administracja;"Uniwersytet Warszawski; Wydział Prawa i Administracji"
Administracja;"Koszalińska Wyższa Szkoła Nauk Humanistycznych w Koszalinie; WYDZIAŁ HUMANISTYCZNY"
Administracja;Wyższa Szkoła Administracji Publicznej w Szczecinie
Administracja;"Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydział Administracji i Nauk Społecznych"
Administracja;"Wyższa Szkoła Gospodarki Euroregionalnej im. Alcide De Gasperi w Józefowie; Wydział Nauk Społecznych"
Administracja;Akademia Leona Koźmińskiego w Warszawie
Administracja;"Wyższa Szkoła Handlowa w Radomiu; Wydział Nauk Prawnych"
Administracja;"Powszechna Wyższa Szkoła Humanistyczna ""Pomerania"" w Chojnicach; Wydział Nauk Humanistycznych i Administracji"
Administracja;"Wyższa Szkoła Zarządzania i Administracji w Opolu; Wydział Ekonomiczny"
Administracja;"Wyższa Szkoła Informatyki i Umiejętności z siedzibą w Łodzi; Wydział Informatyki i Zarządzania"
Administracja;"Wyższa Szkoła Informatyki Stosowanej i Zarządzania w Warszawie; Wydział Informatycznych Technik Zarządzania"
Administracja;"Wyższa Szkoła Humanistyczno-Przyrodnicza Studium Generale Sandomiriense w Sandomierzu; Wydział Prawa i Ekonomii"
Administracja;"Wyższa Szkoła Kadr Menedżerskich w Koninie z siedzibą w Koninie; Wydział Administracji"
Administracja;"Wyższa Szkoła Prawa i Administracji w Przemyślu; Wydział Administracji w Przemyślu"
Administracja;"Wyższa Szkoła Prawa i Administracji w Przemyślu; Zamiejscowy Wydział Prawa i Administracji w Rzeszowie"
Administracja;"Prywatna Wyższa Szkoła Nauk Społecznych, Komputerowych i Medycznych z siedzibą w Warszawie; Wydział Nauk Społecznych i Technik Komputerowych"
Administracja;"Wyższa Szkoła Humanitas w Sosnowcu; Wydział Administracji i Zarządzania"
Administracja;"Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu; Wydział Ekonomiczny"
Administracja;"Wyższa Szkoła Humanistyczno-Ekonomiczna im. J. Zamoyskiego w Zamościu; Wydział Nauk Administracyjno-Prawnych, Ekonomicznych i Społecznych"
Administracja;"Uniwersytet w Białymstoku; Wydział Prawa"
Administracja;"Gdańska Szkoła Wyższa z siedzibą w Gdańsku; Wydział Administracji"
Administracja;"Wszechnica Polska Szkoła Wyższa w Warszawie; Wydział Administracji i Finansów"
Administracja;"Gdańska Szkoła Wyższa z siedzibą w Gdańsku; Wydział Zamiejscowy w Olsztynie"
Administracja;"Gdańska Szkoła Wyższa z siedzibą w Gdańsku; Wydział Zamiejscowy w Słupsku"
Administracja;"Wyższa Szkoła Administracji w Bielsku-Białej; Wydział Administracji"
Administracja;"Wyższa Szkoła Zarządzania w Gdańsku; Wydział Administracji i Nauk Społecznych"
Administracja;"Wyższa Szkoła Pedagogiki i Administracji im. Mieszka I w Poznaniu; Wydział Zamiejscowy w Nowym Tomyślu"
Administracja;"Wyższa Szkoła Pedagogiki i Administracji im. Mieszka I w Poznaniu; Wydział Prawa i Administracji"
Administracja;"Uniwersytet Opolski; Wydział Prawa i Administracji"
Administracja;"Wyższa Szkoła Zarządzania i Bankowości w Poznaniu; Wydział Administracji"
Administracja;"Wyższa Szkoła Gospodarowania Nieruchomościami w Warszawie; Wydział Administracji"
Administracja;"Kolegium Jagiellońskie – Toruńska Szkoła Wyższa; Wydział Nauk Społecznych"
Administracja;"Wyższa Szkoła Menedżerska w Warszawie; Wydział Prawa i Administracji"
Administracja;"Wyższa Szkoła Menedżerska w Warszawie; Wydział Zamiejscowy w Ciechanowie WSM w Warszawie"
Administracja;Wyższa Szkoła Administracji Publicznej imienia Stanisława Staszica w Białymstoku
Administracja;"Wyższa Szkoła Administracyjno-Społeczna w Warszawie; Wydział Administracji"
Administracja;"Wałbrzyska Wyższa Szkoła Zarządzania i Przedsiębiorczości; Wydział Zarządzania i Administracji"
Administracja;"Szkoła Wyższa Ekonomii i Zarządzania w Łodzi; Wydział Społeczno - Ekonomiczny"
Administracja;"Uniwersytet Szczeciński; Zamiejscowy Wydział Administracji w Jarocinie"
Administracja;"Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Studiów Technicznych i Społecznych w Ełku"
Administracja;"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydział Prawa, Administracji i Stosunków Międzynarodowych"
Administracja;"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydział Zamiejscowy w Tychach Krakowskiej Akademii im. Andrzeja Frycza Modrzewskiego"
Administracja;"Wyższa Szkoła Ekonomii, Prawa i Nauk Medycznych im. prof. Edwarda Lipińskiego w Kielcach; Wydział Prawa"
Administracja;Państwowa Wyższa Szkoła Zawodowa w Sulechowie
Administracja;"Wyższa Szkoła Kupiecka w Łodzi; Wydział Zarządzania i Administracji"
